time,SimNetwork.a.parkingLot.parkingOccupancy:vector
645857.706578556638,0
647525.751142923143,1
648961.892876958122,2
649172.489368920476,1
649463.730201855976,2
650498.956794417129,1
651081.336686927461,2
651273.622523907515,1
652907.082519464094,2
653303.459035234401,1
654473.899708116481,2
654920.646248666119,1
654934.405040188264,2
656067.930725499936,3
656551.558534595388,2
656561.947365112798,1
657841.357181417398,0
657876.674032022302,1
659910.143282591971,2
660131.060457744057,1
660187.862600352693,2
660811.463937346091,3
661523.323862995006,4
661847.004810871253,5
661963.814748554522,4
662133.461363618183,5
662137.300532629881,4
662519.015303164534,3
663229.160949439971,4
663466.108252591107,3
663661.803360876424,2
663958.930128712789,1
665130.813791212971,0
666328.418368147952,1
667870.539425194356,2
668569.630379490505,1
669559.589950299233,0
671597.26019700646,1
673402.464785886339,0
675248.637796928421,1
676958.875096157071,0
678694.735697505883,1
680428.837796308702,2
680532.142738529706,1
681143.583574295731,2
682175.280363693374,1
683004.005620495082,0
683520.406521979611,1
683847.98515358528,2
684284.9179701842,3
685317.549977570056,2
685447.090768359215,1
686352.727472947275,0
688993.921361619373,1
690709.869170557719,0
691260.565983603153,1
692987.660069796177,2
693337.279238291933,1
694650.010013504847,0
694747.260564585751,1
696203.710045933624,2
696239.816508292641,1
697130.799427382204,2
698076.024908848658,1
698940.555878459162,0
702208.596118090416,1
704415.956764136342,0
704617.825468094319,1
705756.756456812872,2
706241.916960007544,1
706419.775800049445,2
706977.680515481325,3
707550.14530523094,4
707618.711498626243,3
708118.954298589256,2
708826.145550251711,1
709402.15912071137,2
709450.516968164952,1
711220.026261352032,0
712345.629679948348,1
714095.140966373653,0
717263.235214610507,1
719380.33722360996,0
721756.280793486521,1
722630.514079003143,2
723597.439066184905,1
724417.595128081821,0
727596.875172303854,1
728055.923871298675,2
728369.800842368836,3
729603.815111808887,2
730028.814913407814,1
730444.748154032424,0
731200.055838015549,1
733115.685374746378,0
751653.306285406109,1
753415.561482741186,0
753961.198423752078,1
755962.513336476449,0
760742.848272959966,1
762660.077679174115,0
766088.888947402055,1
767693.427669139053,0
769314.991233061915,1
769843.876567135992,2
771045.157908956073,1
771760.332409338501,0
772483.815138704205,1
774347.192157738726,0
779024.963156050125,1
780649.42365838765,0
783169.496234762398,1
783520.316293312122,2
783833.3256557868,3
784127.406795683803,4
784434.75907658619,5
784703.879631919295,6
784914.878574047488,5
785231.024215132788,4
785518.336980320263,3
785806.241070310289,2
786303.021044228515,1
786455.475473701588,0
791038.861481275876,1
792583.107999442973,0
800452.099570662394,1
802088.551137863478,2
802289.509172118459,1
803169.570991274595,2
803853.716020232366,1
804837.689604239414,0
805935.255111686324,1
808133.49075175522,0
810132.172028243135,1
810636.88333387713,2
811784.545639542395,1
812681.302866728354,0
814131.904832481459,1
816214.526275761426,0
822486.39683905848,1
823407.104845789214,2
824225.539831275983,1
825169.310302180454,0
828953.414514436485,1
831014.895166872504,0
833048.133642997117,1
833337.719196485877,2
834730.528857480588,1
834993.637602965271,0
836313.708277944728,1
838070.945897372834,0
842480.298543775176,1
843936.044250950585,2
844005.529678605365,1
844665.104751940132,2
845441.044793280264,1
846423.10952643812,0
853810.143760424152,1
855839.810042914673,0
858185.693701206824,1
859860.944058586714,0
869976.382259990733,1
870257.405018607157,2
871200.006309303501,3
871755.093761476099,2
871975.534226650388,3
872078.822294849027,2
872924.215676158694,1
873952.523546925546,0
874603.330265178308,1
876560.500347275686,0
880602.680806007978,1
882395.291508612228,0
883149.688091570545,1
884993.394530325735,0
887156.478080972944,1
888970.242407005951,0
889509.063444584255,1
891281.201690000129,0
900797.674757500052,1
902927.524285557139,0
904101.312656566078,1
905538.070102439025,2
906377.414678700866,1
907066.121845015959,0
907839.497567443375,1
908266.345067330845,2
909421.8499226396,1
909695.102786768532,2
909932.710759482316,1
910266.039310200281,2
911180.334547928421,1
911314.816821193425,2
911858.880468406589,1
913105.818688582006,2
913320.724782539188,1
914083.216658217103,2
914926.8864026097,1
915864.423365220982,2
915968.646879181448,1
916576.824076555927,2
917253.381807082244,3
917779.96465498698,2
918214.798307347929,1
918828.187550683962,2
918961.818668050767,1
919616.18754726472,2
921000.457043696772,1
921494.183579278433,0
923354.089448695432,1
923907.961002594432,2
924925.765837117036,1
925516.576045137993,0
933734.499195645849,1
935293.315388141984,0
941488.185648502905,1
942501.797799001723,2
943353.133533053487,1
944300.102641880196,0
954049.657189905256,1
955625.651114447949,0
957108.537472223919,1
958894.15549851888,0
959100.759270648047,1
960872.983886784582,0
964495.191073461535,1
966125.034949156768,0
969309.444570955573,1
971060.81681602013,0
974771.408626114076,1
976192.794580514176,2
976437.226462883136,1
976527.430230519943,2
977572.879572729569,1
978635.782673039978,0
978760.291418647743,1
979800.441851365245,2
980233.649605530792,1
980439.8346662362,2
981509.297506554645,1
982257.209522756976,0
1003560.254701648156,1
1005629.080928117226,0
1007118.207492324333,1
1007712.102903601607,2
1008692.054047052429,1
1009360.234754107404,0
1010331.08199660719,1
1012269.035869156016,0
1014834.581961636925,1
1016623.732194291357,0
1017936.289889349022,1
1019669.081130217954,0
1020254.573800869424,1
1020632.968161557164,2
1021146.010923012974,3
1021720.428641719087,4
1022160.254785032847,3
1022443.358867557825,2
1023321.609332395058,1
1023904.162913512258,0
1023936.248426723851,1
1025433.266400337363,2
1025722.157288441333,3
1025765.108663735537,2
1026992.956838125388,1
1027481.418341371345,0
1027625.74064247203,1
1028444.20202669023,2
1029247.173790844155,1
1030065.353438805691,0
time,SimNetwork.a.parkingLot.parkingOccupancy:vector
103616.027830415599,1
104431.407731074794,2
105771.374752806051,3
105817.755712291199,2
106245.739337934603,1
107956.05514396791,0
114923.224912194067,1
115198.786170508671,2
116610.917723722971,1
117136.563886558981,0
121899.775929221945,1
123303.506267709841,2
123601.160163951466,3
123797.969871967816,2
125133.860618918912,1
125405.450907879418,0
128301.405501172061,1
130246.601311524533,0
132208.145390079193,1
133971.315608446053,0
138091.297512130875,1
138942.867632289013,2
139754.309639111238,1
140955.836335784912,2
141054.326716547141,1
142212.968119509219,2
142586.066263113417,1
143853.291756397975,0
147154.164704731058,1
148949.704196042731,0
149158.527626565089,1
150780.309289288694,0
150992.253178412208,1
152642.012740722109,2
152791.538057404925,1
154142.588768789151,2
154633.563210519993,1
154681.825463006317,2
155992.600867968563,1
156383.157606816052,0
158347.717432673979,1
158670.686784111354,2
159780.109852723586,1
160551.12646866828,0
165806.408794019174,1
167570.513370484406,0
174247.047178068522,1
175881.705961627489,0
179510.7346111211,1
179813.585304898738,2
180107.603176981209,3
181193.830959844495,2
181315.222998697228,1
181813.986084664267,0
182083.256276000673,1
183793.870214695019,0
184396.351149657928,1
186255.624946429988,0
188381.435815389055,1
190208.212084974621,0
193550.981157239765,1
195142.034486740457,0
197480.792014945135,1
199438.392573934977,0
201036.947356970098,1
201481.554706031421,2
203200.86543671774,1
203238.627595968707,0
207271.272613061259,1
209092.123351249325,0
209385.172502013348,1
211049.550025358616,0
220715.604602916495,1
221771.367896882994,2
222627.366610656543,1
223493.439037025296,2
223671.785634188357,1
225191.530126358331,0
230074.627206301965,1
231601.352792641989,0
234310.240849427698,1
236344.626121829925,0
237770.134338979612,1
238102.143267358585,2
239904.386112479216,1
239943.190480959699,0
241641.123777496915,1
243237.044054029913,2
243303.258029839284,1
245057.88233794991,0
245303.266386548604,1
246980.465446825125,0
253239.462016037153,1
254697.23062726984,2
255189.4599545083,1
256144.569682200517,0
257575.241145702355,1
258851.372524476252,2
259195.951416115922,1
260556.097460206819,2
260980.480628261391,1
262502.515241042616,0
263089.894458084113,1
264873.879377407611,0
267099.582762390316,1
268542.980770508123,0
270074.956116114428,1
271830.090224829998,2
271873.450991198497,1
273200.641436240608,2
273281.085084886027,1
274603.054164117369,2
275098.036222247644,1
275671.187455251617,2
276340.703428244055,1
277178.505887924213,0
279997.619146955534,1
282009.843980024036,0
284607.234420054371,1
285391.452319239869,2
286567.65029577424,1
286948.292027422897,0
288604.211968349402,1
288979.605972591042,2
290302.920232841265,1
290665.504649619628,0
294511.464136815851,1
296170.328512700505,0
296376.289789667072,1
296711.983143126472,2
298088.230012822234,1
298390.77630919947,0
299989.803573240874,1
301537.266461700722,0
307113.737513199773,1
308784.856320400125,0
313536.637485943948,1
313841.132960662439,2
315168.433660867249,1
315858.339470895539,0
316086.349741089134,1
317849.958529280826,0
319936.622880722342,1
321583.456696599663,0
322701.381802334732,1
324423.330018009792,0
328693.44229484324,1
329150.741010252295,2
330022.22473865979,3
330770.159070230309,2
330834.906790585698,1
331678.701186567095,0
333341.05430071664,1
334496.277856363866,2
334765.209666058887,3
335135.37338436356,2
336306.287982978972,3
336690.619695688616,2
336724.746218234164,1
337727.658627840728,2
337832.368177372868,1
339453.32222805094,2
339521.623912420498,1
340755.423346406484,2
341231.360898731041,3
341299.697322162667,2
342332.280061597662,1
342624.640934885218,0
342927.906243214728,1
344611.991273186282,0
345835.662560806707,1
347578.938595849295,0
358746.383883916344,1
359548.66331993452,2
360152.785031392258,3
360647.338482830025,2
360751.601358119902,3
361102.959914597873,2
361916.170145720208,1
362494.509774767171,0
362547.1745978749,1
363667.007941499632,2
363948.29918592705,3
364280.202620600086,2
365473.959885451221,1
365835.569538354364,0
366057.114260690761,1
366961.195695672819,2
367491.021979081846,1
368718.248632723624,0
371075.53055943844,1
372702.598188266461,0
373217.421466790999,1
374599.162963056779,0
379971.238677077679,1
380559.852280230261,2
381858.34336690697,1
382208.414747147838,0
384623.600587630803,1
386434.971744613151,0
387715.243545711959,1
388253.978158761587,2
389861.292395324396,1
389962.257796957044,2
390228.469118352188,1
391762.629468088014,0
396714.739196586604,1
397783.793759720239,2
398179.131091523091,1
398847.424976400387,2
399311.816462449131,1
400239.93482751985,2
400829.83489143489,1
401960.78116550855,0
402697.644553151827,1
403466.187946330622,2
404567.724979830588,1
405272.427636979634,0
406322.351831760525,1
408038.561534793132,0
409961.598399095477,1
411788.527478990659,0
415672.909934937318,1
416379.602969758973,2
417208.03033328599,3
417621.858374157689,2
417629.579324543318,3
418412.752485202708,2
418864.720936777516,1
419445.08540440476,0
422516.321869233142,1
424329.05280111278,0
433978.726762718366,1
435051.983951973115,2
435681.866793149056,1
436722.731443945283,0
444836.909719550755,1
445096.042153713239,2
445468.583305486503,3
446491.808588072637,2
446893.37339688366,1
447281.101668603547,0
447528.62173606671,1
448765.310870897017,2
449256.552532800476,1
450180.228328172416,2
450299.65334181135,1
452346.829356797461,0
452993.1658351663,1
453772.518884864616,2
454744.14867260509,1
455218.972491369442,0
461192.895077822536,1
462815.457913860135,0
468601.241578044679,1
470043.062887044956,0
470603.854790799897,1
472209.192583129248,0
472806.923389047222,1
474552.918556186912,0
475197.482968766595,1
475577.470039704787,2
475846.367594598338,3
476950.495056617377,4
477063.25604623719,3
477258.124843487017,4
477386.722403935861,3
477388.043651118923,2
478898.674819223883,1
479123.815307517944,0
482026.782487906431,1
483611.246146372528,0
485980.258089014455,1
487868.277239055691,0
488868.026678609952,1
490529.496245857814,0
490801.121516380577,1
492458.238496622085,2
492612.028827690498,1
494307.088008294069,0
498995.872650084289,1
500618.113330472208,2
500712.331227807804,1
502229.850103375413,0
506119.431711234427,1
506379.335140949793,2
507467.612505777456,3
507883.697079800094,2
508104.723379876924,1
509138.01741207292,0
510371.965049504265,1
511704.170438602196,2
512190.43164538019,1
513455.076906547315,0
515364.939502979418,1
517073.70575241834,0
522927.306042987315,1
524102.734132082551,2
524976.787444529317,1
526033.405600584273,0
528656.185665514428,1
529871.039904129192,2
530451.037979598855,1
531731.962638732933,0
533892.062807142253,1
535693.61753438843,0
538637.730808579165,1
540273.136783408022,0
543790.731095946677,1
544100.211604473358,2
544346.96708705193,3
545619.793982516597,2
545657.120664640383,1
546139.41378000788,0
552240.956213944769,1
553794.870906357339,0
553949.836384181757,1
555941.032222224822,0
556519.012762554055,1
557408.644020110717,2
558307.388272598318,1
559170.389640791218,0
562259.335247790876,1
564007.630900283738,0
564091.94089606178,1
564971.697181261742,2
566022.445894427602,1
566695.499606106058,0
567915.109891605902,1
569356.081161838766,0
570405.960245041404,1
572234.593400786434,0
572286.896922769046,1
573262.266820052034,2
574127.673765051776,1
575329.284016377391,0
575412.261417775074,1
576467.195401689223,2
576803.199677137458,1
577960.499313191963,0
579054.956463739337,1
580034.084915172998,2
580712.932809591086,3
580889.442500377386,2
582061.502021802429,1
582581.386458658653,0
582878.778989196691,1
584548.627026060952,0
589606.275086608185,1
590961.97235629681,0
593551.970458939875,1
595257.242206555848,0
600938.319060171411,1
602545.722430595277,0
603093.179577263424,1
604240.657291320348,2
604590.241784029363,1
606187.610598369739,0
607829.892294727528,1
609606.825868669897,0
609680.193377476038,1
611398.698697911607,0
611968.43712136322,1
612254.192047572604,2
612557.777212260073,3
613931.886373771648,2
613974.436464810432,1
614364.513221104701,0
615818.167923142564,1
617522.406537259682,2
617622.395913976023,1
618912.970413197748,2
619216.182523273854,3
619269.727657695634,2
620449.113290277302,1
620989.574112755821,0
623699.016681356698,1
624196.08172961564,2
625662.205340197902,1
626192.5839913854,0
627438.228581025017,1
628298.175408510805,2
628740.944634264247,3
629100.602548709146,2
629634.884817870601,3
630065.009032862721,2
630137.464754045699,1
631034.194149219053,2
631311.78812541837,3
631392.527450807116,2
632808.691286554462,1
633059.976860964135,0
637716.507067204454,1
638773.924083346247,2
639211.178580791196,1
639794.550078786955,2
640070.466477651508,3
640543.459308785991,2
641684.483805694556,1
641759.644888504485,0
643206.349062682069,1
645187.311941247159,0
646112.346832866695,1
646427.597379246023,2
646899.770644067756,3
647979.980294797796,2
648171.112723902304,1
648773.06568062636,0
649674.935792303,1
650006.342328935769,2
651330.462473198192,1
651947.021856729355,2
652048.852384790004,1
653619.244885570811,0
660422.176178199146,1
661472.125481307259,2
662138.595134526022,3
662486.589310226493,2
663261.282135956088,1
663911.540609446664,2
663997.833189153763,1
664692.187983591915,2
665553.212255213097,1
666399.764093847117,0
668532.528647019366,1
669459.775679026556,2
670227.22753807307,1
670996.14514634782,0
671650.970709287338,1
672259.64145980722,2
673230.464507452766,1
674159.794713781906,0
679946.788875792963,1
682137.385293198705,0
685723.495666062953,1
687464.610102467827,2
687857.686478118711,1
688078.110468021011,2
689440.2700735955,1
689675.625807177218,0
692656.598039219455,1
694689.360186818028,0
694863.442231888773,1
696591.245331948327,0
698081.505244757304,1
699203.069846326875,2
699890.20732740122,3
699928.12740249108,2
700185.851462391665,3
700900.862030003526,4
701059.461240169977,3
701604.681477493693,2
702314.289119220729,3
702351.866818804747,2
702701.750237466784,1
702985.057423493859,2
704167.01941984392,1
704792.081818601009,0
704994.318652884118,1
706654.508771125938,0
706806.732456284522,1
707081.256556008521,2
707377.95889569247,3
707635.631815211545,4
708236.178154878946,3
708645.167519724393,2
708771.941086525665,3
709375.223877964977,2
709692.470573488145,1
710523.456912167202,2
710623.515275910135,1
712267.324166714645,0
713743.074028893577,1
715528.289371681147,0
715739.557581544009,1
717891.128999918966,0
718052.278765410762,1
719653.058098981212,0
724394.776844504314,1
726179.169666423931,0
727220.442948974438,1
727944.121394179105,2
728945.782330937061,1
728956.622263856709,2
729896.530685165863,1
730397.141580778993,0
731048.292074127746,1
731331.429561427534,2
732711.976527025559,1
732927.785359663043,0
740995.267015051877,1
742494.141707928177,2
743019.247331113326,1
744161.41142706601,2
744323.574751115086,1
744578.178067119198,2
745135.705511985292,3
746254.508688788884,2
746312.746636033669,1
746927.351937337377,0
748182.280404376532,1
749956.253613536701,0
764989.145886132474,1
766864.95686794221,0
768208.217471607485,1
770028.90279414547,0
770618.013720023833,1
771124.96329252473,2
771411.525794690993,3
772409.389145605588,2
772902.806979054453,1
773030.771015700928,0
773038.16604898066,1
774610.679477861797,0
779243.834639637934,1
781206.530122585427,0
784936.722858008372,1
785647.720289656469,2
786683.740350270142,1
787551.425244290127,0
792367.890048891307,1
792663.915517773636,2
794081.024104393916,1
794408.061724505646,0
796436.714691598324,1
798107.513891597904,0
798927.350617297202,1
800730.512644212948,0
801376.040267183559,1
801837.758374382272,2
802196.750975044621,3
803481.737518701669,2
803558.189529965701,3
803677.633654651762,2
803843.33764072713,3
804090.590050101198,2
804991.022803724486,1
805093.113700042887,2
805713.487663762548,1
806005.523088429001,2
806872.795516380407,1
807836.592741361272,0
814449.758680176422,1
816528.076146656191,0
824857.345962926,1
825535.298423164875,2
826579.075479068777,1
826824.891743665147,2
827640.054936490103,1
828466.955351152815,0
829024.13368308306,1
829513.921214273948,2
829806.339078026782,3
830658.588104984126,2
830820.564683871372,1
831332.560762230285,0
835029.571635064474,1
836258.868588803255,2
836954.762169098266,1
837895.941551710842,0
844268.992368990204,1
845754.737487919687,0
846907.630564430367,1
848752.723583566235,0
849282.404256957518,1
849588.995181253923,2
850052.995363202794,3
851120.381785743289,2
851700.865784883035,1
851984.791516257492,0
853699.707342650461,1
854256.274372748915,2
855726.477116122476,1
855940.653552432535,0
864862.620470982537,1
866643.252288453745,0
869028.411904702703,1
870762.368906782272,0
873554.989385990679,1
875464.654386203782,0
888441.420390053732,1
890209.963975867612,0
894914.111275524641,1
896579.346340817892,0
897189.757426954478,1
897685.728354511327,2
898192.593396767718,3
899373.027544334849,2
899380.500678608186,1
899758.61961679141,0
900716.890623299465,1
902414.388510137556,0
907091.88217717071,1
909095.607286983725,0
911020.602630215769,1
912708.350731388798,0
914973.468946086715,1
916998.042605606876,0
921677.224671326052,1
923430.092535288326,0
929281.039973902897,1
930557.844355377366,2
931405.993695892325,1
932332.04905106159,0
935362.199171319246,1
936324.589031439123,2
936651.230162307809,3
936942.855118207487,4
937235.659773615627,3
937924.995180406507,2
938409.062468805073,1
938578.632978420794,2
938765.88025308237,1
940132.844632261621,0
940747.597215224794,1
942222.088983453643,0
942848.226265394714,1
943751.43666806092,2
944555.623224884107,1
945667.288768546218,2
945860.617035569161,1
947544.123788073759,0
948296.759707353567,1
950104.89884117512,0
951609.317401589521,1
953456.532056791654,0
959304.680851572286,1
961066.884136086588,0
962029.637012990998,1
963802.092323380282,0
964367.388647882588,1
966061.29440546334,2
966302.542689374261,1
966881.512470429788,2
967301.177732576468,3
968009.767276886203,2
968621.710715675985,3
969161.578650861968,2
969178.836296318781,1
970447.533831927557,0
977949.99816694351,1
980256.052203915187,0
981994.941128011157,1
983580.076034950696,0
986719.113174206142,1
988369.564908508096,0
992690.501403527438,1
993001.058131197956,2
994604.137290568638,1
995056.568056654561,0
996274.265174380403,1
997353.177743880435,2
998040.681474576084,1
998680.547000299571,2
999240.762433633193,1
1000559.713544121624,0
1001359.077105552738,1
1003691.674563645417,0
1007903.434598989626,1
1009042.295242822918,2
1009358.202273337594,3
1009904.155444009895,2
1010529.197887361827,1
1010574.52087851681,2
1011184.17068409802,3
1011231.794502098165,2
1012104.051266620762,1
1013100.05828434002,0
1016977.075226486336,1
1018927.943515051886,0
1024734.758824772143,1
1025036.158348313114,2
1026650.262062429785,1
1027094.076885370774,0
1027229.832395489253,1
1028267.176806684794,2
1029227.61762534566,1
1030243.964260117153,0
1034380.810076480626,1
1036184.951784111747,0
time,SimNetwork.a.parkingLot.parkingOccupancy:vector
111214.513079453367,1
112877.617943291092,0
121486.350968116005,1
122895.77399524951,0
124446.760331547135,1
126315.344263970049,0
132319.844281781705,1
133524.649264314331,2
133947.040607360749,1
135382.326445279777,0
135573.242808874346,1
137793.409655396875,0
144502.348695508204,1
146489.037229982782,0
148406.610512558831,1
149955.843300943519,0
150604.966324538746,1
152311.058679322552,0
154349.268765363103,1
155381.978562558817,2
156356.517792120739,1
156930.599904186113,0
158289.739555492143,1
159770.271813131255,0
160756.541494966892,1
161076.659357078238,2
162680.781726257176,1
162856.413941917599,0
163294.304391976949,1
163561.170743827645,2
165048.092808613683,1
165566.013457352851,0
170244.09862938451,1
171029.411321911744,2
171417.804897303782,3
172055.507781086962,2
172117.018129854157,3
172488.584992138657,2
173064.730008977481,1
173703.111208960593,2
173821.978741235722,1
174381.359497414707,2
175689.028240161268,1
176217.561767276181,0
177647.412364764886,1
179748.494571933926,0
191201.641554650202,1
193461.5695401847,0
194459.5025743005,1
194758.74014934568,2
196172.013185681579,1
196244.816691506645,0
200757.714023739551,1
202156.755707571266,2
202528.937096523947,1
202668.981275678878,2
203235.44879333237,3
203955.4065625237,2
204689.87033252881,1
204970.782511479289,0
211905.245043959533,1
212177.391532973125,2
213637.707400101642,1
214065.046306560555,0
217720.811329441752,1
219280.768918157534,0
228278.571643898251,1
229780.032162595125,0
232668.037247126752,1
234568.681540301593,0
237378.458042104526,1
237886.488643618114,2
238993.506677939528,1
239783.109387440676,0
242799.549292252421,1
243141.02413685201,2
244963.529603953551,1
245037.199485380223,0
247608.402321085215,1
249613.201696159716,0
251000.697461492432,1
252925.957908098993,0
255832.691836316356,1
257274.043453016751,0
260846.837125297565,1
262602.621851460599,0
264998.79111545635,1
266812.351468870943,0
268892.460482811607,1
269159.699885565058,2
269675.160282069608,3
270466.961468294897,4
270844.760238600172,3
270918.293952039246,2
271521.934854092571,1
272177.785647592627,0
274755.021641664077,1
275799.590286300306,2
276713.976125018515,1
277983.635239966285,0
282059.856673408623,1
282463.971153797222,2
283785.908115566898,1
284173.251624142595,0
285182.061726526692,1
285466.932593551655,2
286955.954116442542,1
287460.891456794082,0
288434.807822683085,1
290291.932934160545,2
290488.134279769536,1
290567.905928427228,2
291565.21252178389,3
291929.769526810631,2
292401.893952731695,1
292529.962181727203,2
293333.730560553233,1
293820.541913508001,2
294477.32276510386,1
295060.084528706159,2
295526.599265772044,1
296545.858066339461,2
296599.102036909072,1
298327.432152589845,0
299623.485049729202,1
301559.177084557001,0
306015.226622537156,1
306273.188326758866,2
307623.181088219837,1
308230.753316842079,0
308444.962837376773,1
310012.324756596502,0
310910.122328347929,1
312040.396521020464,2
312600.294349906364,1
313812.313056225807,0
314052.736346037281,1
315904.946489328269,0
316541.932475710646,1
318356.252230272548,0
331955.521174811545,1
333491.203466571442,0
335453.582734245821,1
335760.549858172069,2
337223.071102304166,1
337471.491536218021,0
338515.825174245624,1
340567.848700229006,0
341307.569666597562,1
343263.644944086888,0
346375.285576742759,1
348448.212094744629,0
358875.380091057797,1
360502.270368456447,0
363799.338240024761,1
365665.378375071046,0
370824.483741318745,1
372924.551660756924,0
373746.903773863646,1
375728.428165822063,0
381216.871468764084,1
381708.899680293599,2
383096.64457044196,1
383386.93947505398,0
385538.773876926648,1
385844.586744780247,2
387247.775309278989,3
387391.751524674208,2
387917.964206339345,1
387988.859327723128,2
389212.126697934388,1
389805.633316063822,0
391680.974085635331,1
393448.148216755134,0
393530.686808573751,1
394795.435681486504,2
395127.039584312263,3
395333.016584084079,2
396330.976064500125,1
396641.169955847799,0
399693.738613301113,1
400019.22131777816,2
401169.732766338113,3
401458.964086283304,2
401812.339217706541,1
402393.643385859473,2
402872.506224490426,1
404339.161113217839,0
406523.257198410244,1
407138.030824950375,2
408345.018889832891,1
409002.642313356058,0
409543.584935702644,1
409813.844915101613,2
410737.403657255695,3
411534.564013014207,2
411619.19289930235,1
412231.564259528716,0
418365.452994253591,1
419063.003618244727,2
419837.961582062022,1
420456.052128824708,0
422733.561959545471,1
423842.237356060757,2
424676.85144573723,1
425240.872175414663,0
425946.080154248386,1
427578.771624989526,0
429432.786346846789,1
430553.540467070728,2
430948.624929023695,3
431348.759046833562,2
432372.009420098966,1
432797.668543028482,0
435620.827035311396,1
437491.704616412566,0
438837.355907228682,1
440614.360300296972,0
444766.197750437579,1
446750.802503639815,0
448081.767746642043,1
449962.30751328563,0
454324.701437591737,1
455751.166571533716,0
456440.29765708292,1
458257.093494442964,0
460160.812030520315,1
461633.254065631987,2
461818.493817233706,1
463541.242685412358,0
467988.670663656442,1
469324.256011451448,2
469882.035632916355,1
470491.166011571814,2
471427.711591928554,1
472264.198685596621,2
472514.555179389895,1
473906.897519137206,0
477369.772895849218,1
478908.894086714867,0
481440.234839704212,1
482132.962080504299,2
483106.231395069141,1
483843.463562580151,2
484183.712883792053,1
485655.76778583685,0
486410.953123298576,1
487111.607707707854,2
488197.720306456691,1
488967.058382200548,0
493911.107394744504,1
495616.935752698672,0
495696.881799418728,1
497516.301447099717,0
499651.00728486637,1
501072.245233103367,0
503479.624459821902,1
505595.987639536767,0
506236.662008679927,1
506582.812648440742,2
507877.162874827166,1
508368.00739512877,0
509698.81578228646,1
511718.924771958378,0
511895.041004714947,1
513402.061949333481,0
513651.337240786494,1
514823.568093704979,2
515399.730721698296,1
516614.359989458466,0
517901.397376187185,1
519608.045616455894,2
519670.626917635598,1
520953.418335634871,2
521112.670760928077,1
522939.653501888831,0
527486.154820784726,1
527906.525276823215,2
528645.213791938191,3
529429.166335992826,2
529584.638149949418,1
530269.622671768677,0
532780.993534459104,1
533927.636028321504,2
534249.918016205668,3
534344.67881946059,2
535951.361051464219,3
535967.177397551145,2
536020.333562012847,1
537785.000783003343,0
541020.380512409459,1
542857.286846536602,0
544851.565542348747,1
546776.27593733129,0
548869.713457614687,1
550703.479100329466,0
557556.790549303689,1
558093.247885712958,2
559486.180659640559,1
559922.738282180766,0
560135.125286026339,1
562142.136179546285,0
562193.805007623563,1
564096.149395316204,0
568736.937382319941,1
570590.58225977476,0
578573.321869287099,1
579618.742509712275,2
580040.441525225814,1
580613.332760257266,2
581398.146249361706,1
582210.939698622636,0
582821.761358182351,1
583118.342132282883,2
583449.641181492228,3
584472.690194559752,2
584599.611070818517,1
585338.489401748327,0
595044.837069244786,1
597176.917924845604,0
599676.01178976528,1
599979.103134291439,2
601601.177832409934,1
601985.930222432597,0
610694.408019606984,1
612571.163005860849,0
613768.447143563762,1
614689.127506088896,2
615366.896074900751,3
615581.911338107764,2
616403.476998834817,1
617150.567579535285,0
617725.800103147098,1
618035.901333074533,2
618875.759462543584,3
619380.781690273492,2
619623.548829353626,1
620768.997082212116,0
622715.730617676899,1
623729.724369192119,2
624438.555483556842,1
625534.024291607631,0
629165.438924111301,1
630961.91425370588,0
631193.651525709306,1
632884.639484090918,0
635422.187598662697,1
636544.331198984329,2
636858.392161264481,3
637095.980225480015,2
637135.188907911693,3
638786.716706896013,2
638859.690721772368,1
638859.868874698461,0
638881.66104017764,1
639177.585236617485,2
640739.777059489162,1
640785.978211434012,0
641276.918404823289,1
643071.184859645204,0
647954.932782904287,1
649964.656790595261,0
650630.831203528465,1
652519.289794569834,0
655154.411876252004,1
655542.143483476465,2
656491.684487100852,3
656977.060861430957,2
656977.901927064822,1
658117.077003709703,0
670032.320399459505,1
672038.641298308757,0
674490.742277786701,1
676238.173218479237,2
676337.76515170559,1
677979.765070801107,0
685997.611926043628,1
688140.052580755528,0
690871.024203476676,1
691209.579828091047,2
691489.304989194273,3
692505.838301623426,2
692969.915442103986,1
693179.305914136879,0
693834.731650374066,1
695755.592293324956,0
699592.902191371365,1
701369.463298920155,0
703741.375061336678,1
705561.93728765774,0
708345.08087259896,1
709222.53173317489,2
710304.76280559926,1
710332.482186916861,2
710873.211083069277,3
711028.25699498846,2
711187.469152069874,3
712163.939570057946,2
712341.598563507411,3
712835.507360864261,2
713387.352989493201,1
714188.918825295361,0
717161.019945862433,1
719185.12129501885,0
720411.101414345459,1
722140.190908244305,0
722205.964285616874,1
724103.409215201805,0
724814.533099190226,1
726655.91466420636,0
726957.897951312619,1
728577.313519721195,0
733648.247047564308,1
735286.988955199578,0
736595.156935243507,1
738466.804750246425,0
739677.343071394084,1
741442.639317582436,0
748411.257800654707,1
750115.227841719042,0
750663.076347942856,1
752389.5864072267,0
757530.821978655981,1
759489.83854018152,0
760757.879925091804,1
762674.328999856653,0
762826.385402305871,1
764683.982742213325,0
765339.088425846023,1
767030.369154542656,0
768233.623651084058,1
770022.310743904603,0
778581.524454541965,1
780343.602073288145,0
784101.550968506881,1
